T,N,mean_interactive.1,mean_interactive.2,bias_interactive.1,bias_interactive.2,sde_interactive.1,sde_interactive.2,ci_l_interactive.1,ci_l_interactive.2,ci_u_interactive.1,ci_u_interactive.2,rmse_interactive.1,rmse_interactive.2,mean_within.1,mean_within.2,bias_within.1,bias_within.2,sde_within.1,sde_within.2,ci_l_within.1,ci_l_within.2,ci_u_within.1,ci_u_within.2,rmse_within.1,rmse_within.2
60,50,0.9972951102138268,2.995686181577419,0.0027048897861732257,0.0014379394741936835,,,,,,,0.0027048897861732257,0.0043138184225810505,0.9505733392886104,2.936817374931355,0.04942666071138957,0.021060875022881714,0.0390933685912446,0.037831892847732,0.8739517448154217,2.8626682274828217,1.0271949337617992,3.010966522379888,0.04942666071138957,0.06318262506864514
70,50,1.039816120789972,2.9565602300562617,0.0398161207899721,0.014479923314579443,,,,,,,0.0398161207899721,0.04343976994373833,1.0345429950442384,2.959397947353954,0.03454299504423841,0.013534017548681998,0.0341298060399875,0.0336317383187281,0.9676498044065254,2.8934809515117714,1.1014361856819515,3.0253149431961366,0.03454299504423841,0.040602052646045994
80,50,0.99377752733713,3.0516426142491757,0.0062224726628700155,0.017214204749725237,,,,,,,0.0062224726628700155,0.05164261424917571,0.9821085356473408,3.034576379266046,0.017891464352659203,0.011525459755348688,0.0320561822063417,0.0326205068167237,0.9192795730410573,2.970641360747824,1.0449374982536244,3.098511397784268,0.017891464352659203,0.034576379266046064
90,50,0.9549987172908984,2.9967726962731973,0.04500128270910164,0.0010757679089342294,,,,,,,0.04500128270910164,0.0032273037268026883,0.9808359052906817,3.023144787434734,0.019164094709318347,0.0077149291449113795,0.0298227935726193,0.0303673304032554,0.9223843039699752,2.9636259135377254,1.039287506611388,3.082663661331743,0.019164094709318347,0.023144787434734138
100,50,1.0090782628783366,2.9636692399331075,0.009078262878336574,0.012110253355630837,,,,,,,0.009078262878336574,0.03633076006689251,0.9932720973433208,2.9629654734047453,0.006727902656679219,0.012344842198418249,0.0281888154076587,0.0286761803645564,0.9380230343774619,2.90676119267604,1.0485211603091795,3.0191697541334506,0.006727902656679219,0.037034526595254746
10,60,1.1871225410096855,2.955673870755188,0.1871225410096855,0.01477537641493735,,,,,,,0.1871225410096855,0.04432612924481205,1.1523995683930073,3.028219041513844,0.15239956839300728,0.009406347171281304,0.083037748853764,0.0789161199388059,0.9896485712823477,2.873546288634141,1.3151505655036668,3.1828917943935466,0.15239956839300728,0.028219041513843912
20,60,1.1140179132057817,3.0340080411805275,0.1140179132057817,0.01133601372684249,,,,,,,0.1140179132057817,0.03400804118052747,1.085454547712409,2.974821067122271,0.0854545477124089,0.008392977625909737,0.0567020096937508,0.0573426444270434,0.9743206508616163,2.8624315492669794,1.1965884445632016,3.087210584977562,0.0854545477124089,0.02517893287772921
30,60,1.0730455506075884,2.9385175574267706,0.07304555060758844,0.02049414752440981,,,,,,,0.07304555060758844,0.061482442573229434,1.030651979279526,2.925478166805177,0.0306519792795259,0.024840611064941065,0.050662981817319,0.0482965353486962,0.931354359568173,2.8308186969436666,1.1299495989908788,3.020137636666687,0.0306519792795259,0.0745218331948232
40,60,0.9971075300880335,3.0439801996364477,0.0028924699119664554,0.014660066545482575,,,,,,,0.0028924699119664554,0.043980199636447725,0.9768749112777314,3.0242794391860586,0.023125088722268594,0.008093146395352857,0.0420193702476085,0.0413560485655217,0.8945184589393649,2.943223073454747,1.059231363616098,3.1053358049173703,0.023125088722268594,0.02427943918605857
50,60,0.9539049877611738,2.985794140139653,0.04609501223882617,0.004735286620115649,,,,,,,0.04609501223882617,0.014205859860346948,0.9780781170816968,2.992643172823773,0.021921882918303215,0.00245227572540907,0.0362537722608744,0.0357198832117811,0.9070220291466657,2.922633488196705,1.0491342050167278,3.0626528574508405,0.021921882918303215,0.00735682717622721
60,60,0.9929113512732216,2.975861310651876,0.00708864872677839,0.008046229782708044,,,,,,,0.00708864872677839,0.02413868934812413,0.9942260989129676,2.983050787299539,0.0057739010870323515,0.005649737566820375,0.032845486109027,0.0338158554700419,0.9298501290845641,2.916772928471845,1.0586020687413713,3.0493286461272326,0.0057739010870323515,0.016949212700461125
70,60,0.9692183001691036,2.976285469413149,0.030781699830896403,0.007904843528950304,,,,,,,0.030781699830896403,0.023714530586850913,0.9785732858557216,2.9715717467499183,0.021426714144278436,0.009476084416693897,0.031357112444782,0.031552282459315,0.9171144748047761,2.909730409499626,1.040032096906667,3.0334130840002107,0.021426714144278436,0.028428253250081692
80,60,0.9919269409113802,2.9730194779099754,0.008073059088619772,0.008993507363341516,,,,,,,0.008073059088619772,0.02698052209002455,1.012651513361953,2.9780489142585944,0.012651513361952915,0.007317028580468528,0.0293978570792917,0.0293569401744344,0.9550327722638853,2.920510368820406,1.0702702544600204,3.035587459696783,0.012651513361952915,0.021951085741405585
